timestamp,count
1998-04-30 21:30:00,39.0
1998-04-30 21:35:00,23.0
1998-04-30 21:40:00,16.0
1998-04-30 21:45:00,57.0
1998-04-30 21:50:00,89.0
1998-04-30 21:55:00,100.0
1998-04-30 22:00:00,4268.0
1998-04-30 22:05:00,4104.0
1998-04-30 22:10:00,5447.0
1998-04-30 22:15:00,4669.0
1998-04-30 22:20:00,4656.0
1998-04-30 22:25:00,4872.0
1998-04-30 22:30:00,3869.0
1998-04-30 22:35:00,4178.0
1998-04-30 22:40:00,4104.0
1998-04-30 22:45:00,3843.0
1998-04-30 22:50:00,3791.0
1998-04-30 22:55:00,3821.0
1998-04-30 23:00:00,4194.0
1998-04-30 23:05:00,4070.0
1998-04-30 23:10:00,4975.0
1998-04-30 23:15:00,3535.0
1998-04-30 23:20:00,3725.0
1998-04-30 23:25:00,3551.0
1998-04-30 23:30:00,3651.0
1998-04-30 23:35:00,3790.0
1998-04-30 23:40:00,3821.0
1998-04-30 23:45:00,3719.0
1998-04-30 23:50:00,3970.0
1998-04-30 23:55:00,3812.0
1998-05-01 00:00:00,3721.0
1998-05-01 00:05:00,3261.0
1998-05-01 00:10:00,3687.0
1998-05-01 00:15:00,2911.0
1998-05-01 00:20:00,3291.0
1998-05-01 00:25:00,3481.0
1998-05-01 00:30:00,3007.0
1998-05-01 00:35:00,3472.0
1998-05-01 00:40:00,3394.0
1998-05-01 00:45:00,2727.0
1998-05-01 00:50:00,2950.0
1998-05-01 00:55:00,3580.0
1998-05-01 01:00:00,2928.0
1998-05-01 01:05:00,2546.0
1998-05-01 01:10:00,2806.0
1998-05-01 01:15:00,3109.0
1998-05-01 01:20:00,3635.0
1998-05-01 01:25:00,3509.0
1998-05-01 01:30:00,3001.0
1998-05-01 01:35:00,3065.0
1998-05-01 01:40:00,2740.0
1998-05-01 01:45:00,3293.0
1998-05-01 01:50:00,2835.0
1998-05-01 01:55:00,2754.0
1998-05-01 02:00:00,2278.0
1998-05-01 02:05:00,2270.0
1998-05-01 02:10:00,2300.0
1998-05-01 02:15:00,2843.0
1998-05-01 02:20:00,3161.0
1998-05-01 02:25:00,3473.0
1998-05-01 02:30:00,3597.0
1998-05-01 02:35:00,4008.0
1998-05-01 02:40:00,3366.0
1998-05-01 02:45:00,2885.0
1998-05-01 02:50:00,3331.0
1998-05-01 02:55:00,2758.0
1998-05-01 03:00:00,3527.0
1998-05-01 03:05:00,2979.0
1998-05-01 03:10:00,3379.0
1998-05-01 03:15:00,3525.0
1998-05-01 03:20:00,4256.0
1998-05-01 03:25:00,3555.0
1998-05-01 03:30:00,3066.0
1998-05-01 03:35:00,3489.0
1998-05-01 03:40:00,2733.0
1998-05-01 03:45:00,2878.0
1998-05-01 03:50:00,3100.0
1998-05-01 03:55:00,2987.0
1998-05-01 04:00:00,2789.0
1998-05-01 04:05:00,3176.0
1998-05-01 04:10:00,3245.0
1998-05-01 04:15:00,3129.0
1998-05-01 04:20:00,2941.0
1998-05-01 04:25:00,2966.0
1998-05-01 04:30:00,3431.0
1998-05-01 04:35:00,3238.0
1998-05-01 04:40:00,2895.0
1998-05-01 04:45:00,3171.0
1998-05-01 04:50:00,2609.0
1998-05-01 04:55:00,2685.0
1998-05-01 05:00:00,2273.0
1998-05-01 05:05:00,2044.0
1998-05-01 05:10:00,1936.0
1998-05-01 05:15:00,2408.0
1998-05-01 05:20:00,2095.0
1998-05-01 05:25:00,1904.0
1998-05-01 05:30:00,2490.0
1998-05-01 05:35:00,2346.0
1998-05-01 05:40:00,2711.0
1998-05-01 05:45:00,2939.0
1998-05-01 05:50:00,2744.0
1998-05-01 05:55:00,2556.0
1998-05-01 06:00:00,2659.0
1998-05-01 06:05:00,2360.0
1998-05-01 06:10:00,2648.0
1998-05-01 06:15:00,3123.0
1998-05-01 06:20:00,1784.0
1998-05-01 06:25:00,2309.0
1998-05-01 06:30:00,2007.0
1998-05-01 06:35:00,1893.0
1998-05-01 06:40:00,2009.0
1998-05-01 06:45:00,3089.0
1998-05-01 06:50:00,3300.0
1998-05-01 06:55:00,2574.0
1998-05-01 07:00:00,2307.0
1998-05-01 07:05:00,2559.0
1998-05-01 07:10:00,2464.0
1998-05-01 07:15:00,2698.0
1998-05-01 07:20:00,3061.0
1998-05-01 07:25:00,2564.0
1998-05-01 07:30:00,1873.0
1998-05-01 07:35:00,2144.0
1998-05-01 07:40:00,3627.0
1998-05-01 07:45:00,2933.0
1998-05-01 07:50:00,2335.0
1998-05-01 07:55:00,2105.0
1998-05-01 08:00:00,2038.0
1998-05-01 08:05:00,1940.0
1998-05-01 08:10:00,2383.0
1998-05-01 08:15:00,2502.0
1998-05-01 08:20:00,3569.0
1998-05-01 08:25:00,3979.0
1998-05-01 08:30:00,3344.0
1998-05-01 08:35:00,3651.0
1998-05-01 08:40:00,3622.0
1998-05-01 08:45:00,3817.0
1998-05-01 08:50:00,3961.0
1998-05-01 08:55:00,3737.0
1998-05-01 09:00:00,4053.0
1998-05-01 09:05:00,4282.0
1998-05-01 09:10:00,4079.0
1998-05-01 09:15:00,3766.0
1998-05-01 09:20:00,3852.0
1998-05-01 09:25:00,3227.0
1998-05-01 09:30:00,3792.0
1998-05-01 09:35:00,3711.0
1998-05-01 09:40:00,3578.0
1998-05-01 09:45:00,4219.0
1998-05-01 09:50:00,4335.0
1998-05-01 09:55:00,4083.0
1998-05-01 10:00:00,4134.0
1998-05-01 10:05:00,3978.0
1998-05-01 10:10:00,3580.0
1998-05-01 10:15:00,3830.0
1998-05-01 10:20:00,3979.0
1998-05-01 10:25:00,4352.0
1998-05-01 10:30:00,3559.0
1998-05-01 10:35:00,3384.0
1998-05-01 10:40:00,3356.0
1998-05-01 10:45:00,3732.0
1998-05-01 10:50:00,3452.0
1998-05-01 10:55:00,2973.0
1998-05-01 11:00:00,4188.0
1998-05-01 11:05:00,3681.0
1998-05-01 11:10:00,4051.0
1998-05-01 11:15:00,3987.0
1998-05-01 11:20:00,3591.0
1998-05-01 11:25:00,3810.0
1998-05-01 11:30:00,3578.0
1998-05-01 11:35:00,3882.0
1998-05-01 11:40:00,4557.0
1998-05-01 11:45:00,3980.0
1998-05-01 11:50:00,4013.0
1998-05-01 11:55:00,4116.0
1998-05-01 12:00:00,4821.0
1998-05-01 12:05:00,4893.0
1998-05-01 12:10:00,5628.0
1998-05-01 12:15:00,5014.0
1998-05-01 12:20:00,5108.0
1998-05-01 12:25:00,3985.0
1998-05-01 12:30:00,5196.0
1998-05-01 12:35:00,5858.0
1998-05-01 12:40:00,5336.0
1998-05-01 12:45:00,4660.0
1998-05-01 12:50:00,4618.0
1998-05-01 12:55:00,5294.0
1998-05-01 13:00:00,5053.0
1998-05-01 13:05:00,5335.0
1998-05-01 13:10:00,5760.0
1998-05-01 13:15:00,5105.0
1998-05-01 13:20:00,5162.0
1998-05-01 13:25:00,4395.0
1998-05-01 13:30:00,3974.0
1998-05-01 13:35:00,5625.0
1998-05-01 13:40:00,6313.0
1998-05-01 13:45:00,4810.0
1998-05-01 13:50:00,4959.0
1998-05-01 13:55:00,4603.0
1998-05-01 14:00:00,5098.0
1998-05-01 14:05:00,5803.0
1998-05-01 14:10:00,5595.0
1998-05-01 14:15:00,6211.0
1998-05-01 14:20:00,5475.0
1998-05-01 14:25:00,6674.0
1998-05-01 14:30:00,5804.0
1998-05-01 14:35:00,6442.0
1998-05-01 14:40:00,6637.0
1998-05-01 14:45:00,6331.0
1998-05-01 14:50:00,6308.0
1998-05-01 14:55:00,6135.0
1998-05-01 15:00:00,6185.0
1998-05-01 15:05:00,5900.0
1998-05-01 15:10:00,6186.0
1998-05-01 15:15:00,6273.0
1998-05-01 15:20:00,6281.0
1998-05-01 15:25:00,6224.0
1998-05-01 15:30:00,6500.0
1998-05-01 15:35:00,5428.0
1998-05-01 15:40:00,5554.0
1998-05-01 15:45:00,6614.0
1998-05-01 15:50:00,6099.0
1998-05-01 15:55:00,5565.0
1998-05-01 16:00:00,6391.0
1998-05-01 16:05:00,5633.0
1998-05-01 16:10:00,6723.0
1998-05-01 16:15:00,7092.0
1998-05-01 16:20:00,6075.0
1998-05-01 16:25:00,6247.0
1998-05-01 16:30:00,7049.0
1998-05-01 16:35:00,7103.0
1998-05-01 16:40:00,6999.0
1998-05-01 16:45:00,6952.0
1998-05-01 16:50:00,6711.0
1998-05-01 16:55:00,6468.0
1998-05-01 17:00:00,6346.0
1998-05-01 17:05:00,5224.0
1998-05-01 17:10:00,4685.0
1998-05-01 17:15:00,5916.0
1998-05-01 17:20:00,6004.0
1998-05-01 17:25:00,5685.0
1998-05-01 17:30:00,7093.0
1998-05-01 17:35:00,6335.0
1998-05-01 17:40:00,6497.0
1998-05-01 17:45:00,4925.0
1998-05-01 17:50:00,4507.0
1998-05-01 17:55:00,5536.0
1998-05-01 18:00:00,4455.0
1998-05-01 18:05:00,6110.0
1998-05-01 18:10:00,6565.0
1998-05-01 18:15:00,6692.0
1998-05-01 18:20:00,6489.0
1998-05-01 18:25:00,6235.0
1998-05-01 18:30:00,5903.0
1998-05-01 18:35:00,6236.0
1998-05-01 18:40:00,4984.0
1998-05-01 18:45:00,4767.0
1998-05-01 18:50:00,5151.0
1998-05-01 18:55:00,5247.0
1998-05-01 19:00:00,5600.0
1998-05-01 19:05:00,4857.0
1998-05-01 19:10:00,5025.0
1998-05-01 19:15:00,4479.0
1998-05-01 19:20:00,4709.0
1998-05-01 19:25:00,5698.0
1998-05-01 19:30:00,6240.0
1998-05-01 19:35:00,5573.0
1998-05-01 19:40:00,4893.0
1998-05-01 19:45:00,5263.0
1998-05-01 19:50:00,5047.0
1998-05-01 19:55:00,5138.0
1998-05-01 20:00:00,4635.0
1998-05-01 20:05:00,4943.0
1998-05-01 20:10:00,4343.0
1998-05-01 20:15:00,4825.0
